Crop,Season,State,Soil_Type,Area_ha,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Fertilizer,Pesticide,Irrigation,Yield_ton_per_ha
Barley,Rabi,Rajasthan,Sandy Loam,472.0,90.1,26.9,21.2,6.58,30.4,63.9,537.3,305.8,17.43,0,3.061
Barley,Rabi,Bihar,Loamy,117.0,62.9,39.9,34.5,7.52,23.6,30.0,1050.2,336.0,12.55,0,0.863
Rice,Kharif,Chhattisgarh,Clay,499.47,52.5,49.8,34.8,7.06,28.6,78.3,1256.6,279.9,19.4,1,1.372
Maize,Rabi,Andhra Pradesh,Sandy Loam,305.5,159.5,67.0,38.1,5.76,27.4,68.0,654.2,136.5,13.43,1,7.309
Potato,Whole Year,Bihar,Alluvial,467.0,245.4,66.2,114.2,5.16,24.3,87.0,1370.9,134.3,2.43,0,7.206
Banana,Whole Year,Andhra Pradesh,Clay,411.33,143.1,66.5,248.6,6.54,30.6,81.0,999.5,249.4,6.91,1,23.454
Sugarcane,Whole Year,Karnataka,Black,462.12,321.1,81.1,79.9,7.25,23.5,62.6,1288.1,262.1,10.52,1,122.55
Potato,Rabi,Odisha,Sandy Loam,44.0,160.6,80.9,69.1,6.64,29.9,79.4,954.8,103.6,14.33,0,13.493
Banana,Whole Year,Madhya Pradesh,Sandy,2.0,247.6,33.1,257.0,6.38,29.3,93.6,777.2,208.4,19.1,1,57.5
Sugarcane,Whole Year,Tamil Nadu,Alluvial,495.1,171.7,56.0,76.2,5.91,28.1,78.2,1167.3,237.0,5.31,0,79.197
Cotton,Kharif,Tamil Nadu,Clay,1.0,54.3,57.7,28.2,7.3,32.1,79.6,1103.1,193.6,4.31,1,0.51
Sugarcane,Whole Year,Haryana,Loamy,480.0,221.4,51.1,65.6,6.61,24.4,95.9,334.5,240.2,1.79,1,78.833
Sugarcane,Whole Year,Madhya Pradesh,Loamy,10.0,144.5,44.2,84.7,6.64,25.0,91.7,1036.9,84.8,4.87,1,23.0
Chickpea,Kharif,Karnataka,Loamy,451.89,29.7,36.5,22.8,6.21,29.9,63.1,1247.3,201.2,13.58,1,0.432
Maize,Rabi,Uttar Pradesh,Loamy,7.0,116.6,32.1,43.9,6.05,22.2,53.9,1156.4,219.0,3.23,0,2.857
Potato,Rabi,Uttar Pradesh,Black,483.87,112.4,90.2,152.9,5.05,23.6,85.1,934.8,77.1,22.32,1,19.083
Mustard,Rabi,Gujarat,Sandy Loam,475.0,38.1,26.1,23.3,6.79,26.2,50.6,1187.1,243.6,5.07,1,1.605
Barley,Rabi,West Bengal,Loamy,17.0,42.3,26.7,25.1,7.36,24.9,25.8,832.9,187.7,15.15,1,0.882
Chickpea,Rabi,Jharkhand,Black,472.0,25.4,53.9,25.6,6.68,24.8,63.3,1342.4,144.3,14.43,1,0.97
Potato,Rabi,West Bengal,Alluvial,497.18,121.3,70.1,177.3,5.51,24.2,57.3,1555.9,300.1,3.75,1,41.145
Groundnut,Zaid,Gujarat,Sandy,483.33,21.1,59.1,29.7,6.18,26.8,74.2,585.5,331.9,9.15,1,1.517
Rice,Rabi,Kerala,Loamy,483.85,103.1,32.1,53.3,7.21,25.4,71.5,2866.8,327.0,10.22,1,2.754
Sugarcane,Whole Year,Madhya Pradesh,Black,147.0,282.5,108.9,83.0,6.32,33.0,67.3,1177.5,135.0,2.33,1,33.401
Maize,Zaid,Maharashtra,Alluvial,400.0,81.5,35.8,17.6,6.31,24.7,47.5,1061.5,45.0,16.79,1,1.25
Mustard,Kharif,Karnataka,Clay,47.0,54.7,35.0,26.1,7.95,27.5,52.2,1416.2,307.9,18.1,0,0.362
Jute,Kharif,Assam,Loamy,42.0,43.0,14.2,29.2,5.24,26.7,62.2,1669.4,326.4,21.49,0,1.736
Maize,Kharif,Jharkhand,Alluvial,392.0,131.7,63.1,56.0,6.31,29.8,81.9,1500.6,40.0,5.46,1,1.918
Banana,Whole Year,Uttar Pradesh,Loamy,9.0,275.4,71.6,449.1,7.43,24.3,76.9,473.4,134.1,24.1,0,38.778
Cotton,Whole Year,Tamil Nadu,Black,149.0,68.2,22.2,18.9,6.49,23.2,55.3,758.0,48.5,7.83,1,0.428
Maize,Kharif,Bihar,Alluvial,490.82,111.7,55.0,40.6,6.34,21.3,77.8,677.9,342.9,3.52,0,4.925
Sugarcane,Whole Year,Gujarat,Black,492.31,202.3,70.4,80.7,6.12,32.1,87.3,985.9,137.1,11.94,1,72.109
Maize,Whole Year,Tamil Nadu,Sandy Loam,480.0,111.8,28.7,25.6,7.1,23.6,86.5,544.6,319.9,10.54,1,4.942
Maize,Kharif,Punjab,Sandy Loam,480.0,139.8,32.7,17.6,7.26,27.0,52.2,851.3,248.3,14.48,1,3.333
Soybean,Kharif,Rajasthan,Black,497.83,35.7,42.4,30.3,7.11,29.0,81.4,468.0,35.0,13.14,1,0.897
Maize,Kharif,Uttar Pradesh,Alluvial,275.0,135.6,72.5,33.9,7.27,29.9,60.0,806.2,33.4,13.26,0,2.269
Rice,Kharif,Uttar Pradesh,Loamy,498.52,83.0,35.1,58.4,6.96,28.0,96.0,690.2,69.7,22.4,1,1.849
Rice,Kharif,Punjab,Alluvial,496.77,105.5,40.2,38.1,5.73,23.4,75.3,552.4,236.8,3.34,0,3.87
Rice,Kharif,Uttar Pradesh,Clay,227.0,149.3,22.9,38.1,5.75,26.5,94.7,1034.6,180.1,23.97,1,1.013
Mustard,Rabi,Uttar Pradesh,Alluvial,481.0,60.7,17.0,28.2,7.06,27.6,58.8,1054.8,290.6,14.58,1,0.775
Mustard,Rabi,Bihar,Sandy Loam,418.4,51.2,18.0,16.2,6.47,25.5,60.8,1551.1,83.4,7.25,1,0.986
Rice,Rabi,Karnataka,Loamy,5.0,139.6,28.0,56.0,5.85,26.3,78.6,1675.5,117.2,22.93,1,3.4
Groundnut,Kharif,Haryana,Clay,72.0,34.4,51.5,26.2,6.03,24.2,63.0,513.3,244.3,8.61,0,1.125
Maize,Kharif,Madhya Pradesh,Alluvial,494.87,110.5,45.8,27.1,7.15,28.4,64.0,1157.7,111.0,11.05,1,1.912
Mustard,Rabi,Punjab,Black,333.33,61.7,33.5,16.9,6.29,26.4,43.5,685.2,119.3,23.39,1,1.0
Groundnut,Kharif,Uttar Pradesh,Clay,21.0,31.3,42.7,29.1,6.22,25.0,65.4,919.5,73.5,11.19,1,0.857
Rice,Kharif,Karnataka,Clay,495.69,99.1,36.1,49.3,5.27,24.9,82.1,1401.6,210.0,22.69,1,0.809
Wheat,Rabi,Rajasthan,Clay,495.0,124.2,50.5,26.4,5.7,28.4,64.6,383.5,266.6,11.32,0,1.608
Groundnut,Kharif,Andhra Pradesh,Red,497.25,27.3,41.7,48.7,6.68,27.5,67.7,883.4,111.4,5.91,1,1.463
Potato,Rabi,Jharkhand,Sandy Loam,325.52,132.4,84.6,86.1,5.46,28.9,54.1,1260.2,82.2,10.81,1,8.138
Mustard,Rabi,Haryana,Loamy,333.33,58.4,25.1,14.7,7.74,26.7,47.6,554.6,51.4,14.5,1,2.0
Groundnut,Kharif,Punjab,Loamy,200.0,13.7,74.0,35.0,6.78,25.2,44.9,414.6,345.5,14.08,1,0.5
Potato,Whole Year,Andhra Pradesh,Loamy,1.0,231.8,63.9,171.8,6.31,26.1,55.6,1342.7,273.8,13.11,0,11.0
Rice,Rabi,Assam,Clay,495.87,62.3,64.8,71.7,6.5,22.5,88.0,1727.5,231.8,11.66,1,1.273
Rice,Rabi,Jharkhand,Loamy,497.54,96.1,41.2,31.4,5.02,25.6,71.5,724.1,190.4,9.85,0,1.407
Chickpea,Rabi,Uttar Pradesh,Alluvial,264.0,30.3,57.0,28.2,7.89,21.2,33.7,1322.4,172.9,6.47,0,0.991
Groundnut,Rabi,Karnataka,Sandy Loam,498.98,17.8,44.3,34.0,5.97,22.8,75.3,660.3,170.8,15.27,0,0.637
Wheat,Rabi,Madhya Pradesh,Alluvial,498.37,106.6,46.7,29.4,5.82,27.8,67.1,1161.9,76.2,11.92,1,2.212
Chickpea,Rabi,Uttar Pradesh,Sandy,84.0,37.8,41.7,27.9,6.21,27.7,43.3,489.7,311.2,9.4,0,0.833
Potato,Whole Year,Madhya Pradesh,Sandy Loam,17.0,169.4,56.9,136.4,5.66,29.7,63.0,1382.1,164.2,22.64,1,6.647
Maize,Zaid,Bihar,Loamy,328.5,115.9,47.1,55.4,7.01,25.7,86.3,1464.9,111.3,15.87,0,3.099
Potato,Whole Year,Bihar,Alluvial,443.57,208.5,110.7,110.7,5.02,23.9,80.0,1385.3,282.4,14.04,1,6.602
Sugarcane,Whole Year,Madhya Pradesh,Alluvial,364.5,181.1,57.5,115.8,7.34,28.0,59.8,1553.8,349.5,14.95,0,49.973
Rice,Zaid,Assam,Loamy,13.0,73.3,39.2,69.1,6.23,28.6,97.0,1472.0,347.3,18.06,0,2.154
Cotton,Kharif,Rajasthan,Red,497.02,85.3,42.4,14.6,7.59,27.7,68.1,484.8,136.2,11.37,0,0.765
Jute,Kharif,Bihar,Alluvial,14.0,37.8,29.4,19.8,5.42,21.3,91.8,1122.2,97.8,22.49,1,1.117
Maize,Kharif,Madhya Pradesh,Sandy Loam,481.15,87.2,38.0,43.5,7.06,28.9,77.2,822.9,192.1,17.26,1,1.332
Rice,Kharif,Uttar Pradesh,Alluvial,499.48,74.5,42.2,34.4,7.22,27.8,65.4,1308.6,219.8,15.84,1,1.756
Potato,Rabi,Uttar Pradesh,Red,474.86,120.4,104.8,74.5,5.15,28.4,68.6,819.6,183.8,3.35,1,25.313
Sugarcane,Kharif,Uttar Pradesh,Black,498.59,370.4,66.7,55.4,6.62,25.2,60.5,915.7,249.1,7.7,1,71.416
Maize,Kharif,Jharkhand,Sandy Loam,299.0,76.0,33.0,15.4,5.6,22.5,48.9,1020.8,61.8,11.76,1,1.242
Groundnut,Kharif,Uttar Pradesh,Red,484.41,10.3,45.2,32.8,5.11,27.1,70.8,1280.1,48.0,24.06,1,0.511
Soybean,Kharif,Rajasthan,Red,6.0,33.1,84.1,19.1,6.77,27.8,60.0,230.6,146.1,19.08,1,1.0
Groundnut,Kharif,Chhattisgarh,Sandy Loam,1.0,18.2,39.8,37.8,6.29,23.6,78.7,1545.3,125.1,15.03,1,2.0
Chickpea,Rabi,Jharkhand,Loamy,262.82,38.4,40.7,17.3,7.59,27.7,37.2,1144.3,67.1,2.18,0,0.445
Potato,Whole Year,Rajasthan,Loamy,257.0,145.1,70.0,85.8,6.15,28.2,62.0,353.0,130.6,14.62,1,18.0
Cotton,Kharif,Maharashtra,Loamy,496.61,57.9,31.9,32.6,6.28,32.6,68.5,1642.9,119.2,8.02,0,0.332
Mustard,Rabi,Uttar Pradesh,Sandy Loam,498.31,76.2,57.6,18.0,7.21,23.4,63.6,727.5,48.6,4.57,1,0.998
Rice,Kharif,Gujarat,Clay,491.67,81.3,45.5,53.6,7.17,24.9,62.3,688.8,244.7,23.83,1,2.051
Groundnut,Whole Year,Tamil Nadu,Loamy,494.3,13.8,36.0,24.5,5.43,28.6,63.5,689.4,92.7,0.96,0,1.226
Chickpea,Rabi,Jharkhand,Loamy,105.0,13.4,44.3,17.5,6.38,25.4,59.2,1326.2,104.5,10.07,1,0.79
Maize,Kharif,Rajasthan,Sandy Loam,446.67,148.8,47.0,30.1,6.45,26.9,79.6,305.8,158.3,21.77,1,1.365
Rice,Kharif,Tamil Nadu,Clay,499.97,140.7,17.3,39.7,7.35,28.2,63.3,1168.9,157.0,14.47,0,3.303
Cotton,Kharif,Punjab,Red,496.97,59.1,45.5,38.3,6.76,26.0,68.5,858.7,337.8,14.08,1,0.726
Maize,Rabi,Karnataka,Loamy,477.6,110.6,41.4,32.3,6.27,24.4,51.8,1384.8,80.4,8.29,1,1.371
Barley,Rabi,Rajasthan,Alluvial,483.27,78.8,33.9,24.9,6.96,22.8,55.7,257.8,141.3,13.51,1,3.575
Wheat,Rabi,Assam,Loamy,458.86,102.7,41.3,53.2,7.39,25.1,52.8,2268.5,43.3,2.53,1,0.949
Chickpea,Rabi,Rajasthan,Red,499.49,25.7,51.2,25.2,7.31,28.5,28.1,532.2,171.9,20.82,1,0.448
Chickpea,Rabi,West Bengal,Black,475.13,31.9,35.3,32.6,6.65,28.9,52.8,929.3,263.3,18.11,1,0.913
Banana,Whole Year,Assam,Alluvial,433.25,158.1,72.1,225.2,7.39,20.8,68.0,1679.8,145.7,19.98,0,14.641
Rice,Zaid,Odisha,Clay,333.33,103.5,19.4,30.2,5.61,24.5,86.7,2039.0,241.4,14.76,1,2.0
Chickpea,Rabi,Madhya Pradesh,Black,494.71,18.3,59.9,16.4,7.52,22.7,39.0,1050.8,235.3,5.07,1,0.425
Wheat,Rabi,Uttar Pradesh,Sandy Loam,497.39,145.7,33.8,22.9,6.68,28.4,43.4,908.0,292.8,17.58,0,4.446
Sugarcane,Whole Year,Andhra Pradesh,Loamy,495.0,158.5,67.3,104.4,6.74,24.1,80.3,1235.2,99.9,9.09,1,114.439
Chickpea,Rabi,Chhattisgarh,Red,466.29,19.9,51.4,23.0,7.34,21.2,61.3,1097.4,308.7,24.72,0,0.782
Potato,Whole Year,Haryana,Sandy,480.5,244.0,79.3,114.9,5.25,22.3,72.0,690.1,150.6,17.81,1,20.916
Rice,Kharif,Uttar Pradesh,Loamy,499.32,59.4,33.7,41.7,7.28,25.4,95.0,507.6,313.4,8.11,1,2.54
Rice,Rabi,Kerala,Clay,391.0,84.0,46.0,22.9,7.41,22.0,88.1,1900.4,146.3,7.64,1,2.244
Potato,Zaid,Karnataka,Alluvial,150.0,192.2,79.8,124.1,6.71,25.9,77.3,1225.8,110.3,18.08,1,14.427
Sugarcane,Whole Year,Tamil Nadu,Alluvial,482.96,165.7,51.7,91.8,7.31,26.0,69.0,612.7,272.4,6.15,1,94.357
Banana,Whole Year,Chhattisgarh,Sandy,95.0,222.2,36.1,231.7,7.47,23.0,94.7,1299.3,307.6,14.74,0,31.137
Sugarcane,Whole Year,Bihar,Loamy,496.17,154.3,57.3,108.3,6.08,24.6,85.5,1279.8,207.7,21.36,0,57.073
Chickpea,Rabi,Haryana,Alluvial,498.0,13.1,46.7,38.6,7.68,19.9,47.6,376.0,95.4,13.66,1,0.841
Chickpea,Whole Year,Tamil Nadu,Red,3.0,18.9,38.1,14.8,6.4,26.8,52.2,690.5,195.9,12.82,1,0.667
Maize,Kharif,Maharashtra,Alluvial,420.0,112.6,54.9,26.5,5.84,28.0,72.7,1475.9,112.7,14.88,0,3.048
Potato,Whole Year,West Bengal,Loamy,421.0,229.9,113.5,142.1,5.77,27.6,53.9,803.5,306.5,13.9,0,19.337
Jute,Kharif,West Bengal,Loamy,460.44,48.3,21.7,35.7,6.24,25.5,67.7,2135.3,303.7,23.61,1,2.652
Maize,Kharif,Karnataka,Sandy Loam,475.0,92.7,34.0,32.1,5.57,24.5,48.9,789.9,106.7,17.76,0,1.394
Soybean,Kharif,Madhya Pradesh,Laterite,499.58,33.0,47.3,39.2,7.07,21.5,63.9,922.2,276.0,4.55,1,0.483
Maize,Rabi,Bihar,Alluvial,495.19,141.4,30.0,30.4,7.14,25.9,83.9,1543.7,48.4,14.79,0,2.991
Rice,Zaid,Gujarat,Alluvial,476.92,81.2,30.5,29.8,6.14,29.4,76.0,669.0,117.4,14.34,1,3.274
Soybean,Kharif,Chhattisgarh,Sandy,4.0,34.1,75.0,34.3,6.79,30.3,65.8,1116.3,336.1,23.48,1,1.0
Barley,Rabi,Punjab,Alluvial,333.33,70.5,25.4,13.8,6.56,22.9,36.3,427.8,187.6,21.2,1,3.0
Potato,Rabi,Uttar Pradesh,Loamy,499.19,162.3,123.3,112.5,6.16,23.3,70.7,1005.2,197.0,10.7,1,17.646
Rice,Kharif,Assam,Sandy,452.0,63.5,29.8,25.4,6.84,24.7,73.9,1732.6,304.9,18.84,1,1.12
Wheat,Rabi,Rajasthan,Black,499.76,71.7,43.0,43.1,6.0,30.5,73.6,404.4,335.3,10.93,0,3.475
Maize,Kharif,Uttar Pradesh,Sandy Loam,434.14,112.5,32.1,26.4,7.01,21.5,63.2,836.9,264.4,14.0,1,1.688
Rice,Zaid,Maharashtra,Alluvial,483.33,93.5,62.6,26.1,6.98,23.3,81.8,832.7,338.8,17.87,1,2.138
Chickpea,Rabi,Uttar Pradesh,Loamy,499.87,30.1,26.5,18.1,7.56,24.8,56.4,1146.4,71.5,14.33,1,1.192
Soybean,Kharif,Maharashtra,Loamy,499.31,52.5,45.2,40.0,6.66,28.2,72.5,1407.6,238.0,20.67,0,0.655
Chickpea,Rabi,Uttar Pradesh,Red,452.25,18.3,59.7,23.7,7.55,28.2,46.1,950.5,83.2,13.81,1,1.211
Barley,Rabi,Uttar Pradesh,Sandy Loam,110.0,62.9,56.1,19.9,6.09,29.8,40.2,1253.5,293.0,8.72,1,2.555
Jute,Kharif,Assam,Loamy,457.14,31.8,30.0,22.0,6.9,23.7,90.5,2673.6,191.1,17.67,0,2.286
Mustard,Rabi,Bihar,Sandy Loam,460.33,79.6,35.3,15.0,5.68,28.9,43.0,1308.1,328.4,10.82,1,0.687
Rice,Zaid,Bihar,Clay,460.4,122.0,36.1,20.8,5.96,16.4,96.7,1108.0,300.5,3.65,1,1.824
Mustard,Rabi,Karnataka,Loamy,16.0,97.5,57.3,14.8,6.36,21.9,59.3,1664.0,163.9,1.63,1,0.312
Groundnut,Kharif,Karnataka,Loamy,494.62,16.8,48.5,29.2,7.3,26.4,72.0,1528.6,76.8,19.31,0,0.708
Rice,Zaid,Odisha,Alluvial,400.0,98.9,30.5,25.6,7.02,27.7,70.1,1878.1,208.2,8.63,1,2.0
Banana,Whole Year,Madhya Pradesh,Clay,296.5,302.4,32.5,214.8,7.44,24.9,81.2,1120.9,89.1,12.16,0,12.578
Sugarcane,Whole Year,Karnataka,Loamy,8.0,260.4,66.2,64.9,6.05,28.5,63.0,836.0,101.8,2.69,1,84.5
Rice,Kharif,Uttar Pradesh,Loamy,499.74,133.6,35.8,17.7,5.31,21.3,91.7,745.6,144.1,15.61,1,2.25
Rice,Kharif,Madhya Pradesh,Alluvial,4.0,145.7,48.7,40.8,5.87,24.5,95.7,623.2,333.6,11.82,1,1.0
Banana,Whole Year,Assam,Alluvial,251.0,208.1,54.1,425.4,7.58,27.1,83.2,1874.1,264.3,19.45,0,14.094
Sugarcane,Whole Year,Jharkhand,Loamy,5.0,346.1,68.1,67.7,7.13,30.7,64.8,970.6,167.6,18.93,0,49.6
Sugarcane,Whole Year,Tamil Nadu,Alluvial,486.47,161.9,45.4,84.0,7.02,29.3,66.4,824.4,247.0,18.74,1,105.406
Wheat,Rabi,Haryana,Loamy,499.15,115.2,37.5,42.3,5.98,20.4,56.6,774.5,343.8,18.89,1,4.827
Wheat,Rabi,Assam,Alluvial,323.5,93.0,41.7,16.4,7.44,25.1,51.6,1245.2,299.6,20.02,1,0.978
Banana,Whole Year,Gujarat,Loamy,100.0,277.2,55.1,488.2,7.96,29.6,70.3,607.1,290.2,23.8,0,64.0
Rice,Rabi,Odisha,Sandy,495.24,111.2,54.2,29.7,6.43,28.0,91.5,923.9,144.7,6.21,0,1.865
Rice,Kharif,Madhya Pradesh,Clay,488.58,110.7,42.2,44.4,7.38,27.2,66.6,1595.6,344.9,3.03,1,1.428
Chickpea,Rabi,Assam,Black,21.0,27.6,69.4,32.4,7.71,22.4,31.5,1145.9,329.1,10.13,1,0.476
Maize,Kharif,Rajasthan,Loamy,497.1,93.7,64.2,49.0,5.4,27.5,49.4,281.6,307.7,12.69,0,1.682
Chickpea,Rabi,Karnataka,Loamy,335.0,29.7,32.0,28.5,7.47,24.1,62.0,842.0,253.6,24.38,1,0.512
Banana,Zaid,Uttar Pradesh,Alluvial,2.0,229.2,45.3,291.0,6.68,21.7,91.2,631.5,194.2,22.98,1,43.5
Sugarcane,Whole Year,Maharashtra,Black,499.25,152.3,111.6,112.1,6.39,24.4,87.9,1299.1,140.5,2.47,1,78.26
Potato,Whole Year,Rajasthan,Sandy Loam,32.0,156.2,94.1,100.1,6.95,27.8,86.2,301.8,142.9,0.71,1,5.781
Maize,Zaid,Maharashtra,Alluvial,433.33,82.4,50.5,21.7,6.91,25.5,62.5,1742.0,258.7,7.73,1,1.615
Rice,Zaid,Uttar Pradesh,Clay,29.0,77.1,37.8,27.5,7.33,24.7,87.7,1325.9,257.1,13.82,1,1.966
Sugarcane,Whole Year,Madhya Pradesh,Loamy,15.0,169.5,99.2,114.0,7.84,31.0,99.0,788.0,251.8,2.05,1,18.0
Maize,Zaid,Karnataka,Alluvial,13.0,93.4,52.0,32.9,6.74,23.3,70.6,1606.6,151.3,10.1,1,3.462
Groundnut,Rabi,Karnataka,Sandy,499.28,26.4,66.7,39.2,5.1,23.7,55.7,914.9,301.1,9.39,0,0.793
Maize,Kharif,Tamil Nadu,Sandy Loam,443.0,67.3,38.2,23.7,5.47,31.5,87.3,1345.8,227.9,5.78,1,5.682
Barley,Rabi,Chhattisgarh,Alluvial,2.0,41.8,48.4,25.5,7.64,27.6,44.1,1072.1,51.8,12.13,0,1.5
Wheat,Rabi,Bihar,Clay,498.11,124.3,54.6,30.8,5.8,33.2,57.2,1095.1,154.4,13.45,0,2.639
Rice,Kharif,Uttar Pradesh,Loamy,495.07,64.2,70.8,34.5,6.83,28.0,61.2,458.8,144.3,4.24,1,2.124
Potato,Whole Year,Haryana,Sandy Loam,12.0,232.3,99.7,143.7,5.53,21.1,53.7,593.8,207.2,22.02,0,25.0
Mustard,Rabi,Punjab,Sandy,333.33,67.9,31.7,17.2,7.26,24.8,42.7,883.2,156.9,9.59,0,1.4
Rice,Kharif,Madhya Pradesh,Alluvial,495.9,111.6,40.5,49.0,6.52,25.9,75.4,553.9,226.3,1.23,1,0.765
Rice,Kharif,Uttar Pradesh,Alluvial,497.3,70.8,22.9,63.5,5.11,33.7,73.2,1248.9,289.2,10.39,1,2.241
Maize,Kharif,Uttar Pradesh,Loamy,24.0,148.4,54.6,41.3,6.84,25.7,50.5,765.8,114.0,18.43,1,2.208
Cotton,Kharif,West Bengal,Black,291.0,65.0,39.4,17.8,6.21,31.6,50.5,2149.7,80.0,10.84,1,1.36
Mustard,Rabi,Gujarat,Loamy,400.0,77.6,27.1,12.7,7.47,23.9,48.5,582.9,89.7,6.44,1,1.5
Rice,Kharif,Karnataka,Clay,498.99,142.4,46.3,44.3,6.83,30.6,82.0,1584.9,43.7,5.32,0,3.086
Chickpea,Rabi,Uttar Pradesh,Red,71.0,38.8,46.7,28.6,6.75,25.9,33.4,660.7,105.4,19.32,0,0.423
Maize,Zaid,Karnataka,Alluvial,463.33,197.5,53.2,25.3,6.92,27.4,61.5,1079.8,334.3,9.71,0,3.299
Groundnut,Rabi,Odisha,Loamy,30.0,21.2,45.0,26.8,5.12,27.9,48.0,1115.5,318.4,5.93,1,1.363
Sugarcane,Whole Year,Andhra Pradesh,Black,491.23,279.7,104.8,87.7,7.07,26.0,80.2,557.1,236.3,5.6,1,89.0
Maize,Kharif,Odisha,Loamy,449.33,99.0,62.4,50.2,5.91,23.9,76.1,1807.8,52.2,14.66,1,1.101
Maize,Zaid,Odisha,Alluvial,1.0,134.2,52.5,42.6,6.63,31.2,75.3,1500.4,246.0,20.34,1,1.5
Maize,Whole Year,Tamil Nadu,Red,27.0,135.2,32.2,18.4,6.19,27.0,41.6,895.6,182.8,18.71,1,6.0
Sugarcane,Whole Year,West Bengal,Alluvial,1.0,197.1,48.4,134.0,7.63,23.6,85.2,1029.4,329.3,24.61,0,38.0
Cotton,Whole Year,Tamil Nadu,Red,473.21,59.8,27.1,41.3,8.3,26.8,42.9,798.1,43.2,8.34,1,0.372
Chickpea,Rabi,Maharashtra,Black,492.86,39.8,50.4,30.0,6.11,24.1,32.1,1648.3,89.1,20.49,1,0.645
Jute,Kharif,West Bengal,Alluvial,128.0,45.8,33.5,27.1,5.11,26.1,77.1,1752.4,166.3,2.26,1,1.978
Rice,Zaid,Bihar,Clay,2.0,59.1,29.6,36.9,5.89,30.0,61.7,810.3,314.7,0.72,0,1.5
Maize,Kharif,Maharashtra,Loamy,300.0,135.9,54.1,31.5,6.79,25.2,83.4,963.9,190.3,23.07,0,3.0
Tomato,Kharif,Rajasthan,Red,19.64,102.1,56.1,96.0,6.63,28.2,62.7,330.6,173.6,3.38,1,25.709
Jute,Kharif,Bihar,Alluvial,497.5,55.0,20.5,33.4,6.73,21.6,78.6,1146.1,32.3,18.55,1,2.816
Maize,Zaid,Uttar Pradesh,Sandy Loam,5.0,151.3,41.1,17.3,6.09,25.9,61.0,1259.4,239.5,24.82,1,1.4
Potato,Whole Year,Madhya Pradesh,Sandy Loam,493.67,207.6,43.9,90.6,5.05,23.5,60.7,854.8,256.1,7.72,0,11.503
Rice,Kharif,Maharashtra,Sandy,488.37,59.0,31.0,45.5,6.42,26.0,61.4,949.0,173.6,18.53,0,1.486
Rice,Kharif,Assam,Loamy,487.15,118.7,26.5,36.7,6.05,26.3,80.0,2935.4,287.7,0.62,1,0.997
Cotton,Kharif,Punjab,Loamy,498.35,101.9,35.8,37.0,6.82,29.3,74.0,757.3,133.3,14.12,1,0.654
Groundnut,Rabi,Karnataka,Sandy Loam,492.11,23.7,39.1,58.1,6.16,23.5,50.7,1681.0,316.7,10.48,1,0.899
Groundnut,Zaid,Gujarat,Sandy Loam,250.0,9.8,46.8,37.6,6.17,26.9,56.4,668.5,68.3,20.63,1,1.6
Rice,Rabi,Odisha,Clay,497.21,133.8,22.4,19.9,7.25,32.4,62.6,1283.6,245.8,3.77,0,2.146
Barley,Rabi,Rajasthan,Sandy Loam,495.28,62.2,38.6,35.1,8.05,24.8,39.8,244.2,281.4,21.15,1,4.112
Groundnut,Kharif,Uttar Pradesh,Red,439.5,18.2,35.3,36.2,5.18,23.2,57.2,469.9,288.5,15.51,0,1.599
Rice,Rabi,Bihar,Alluvial,498.26,108.0,30.5,58.4,7.06,24.8,62.4,963.9,326.2,12.82,1,0.852
Soybean,Kharif,Chhattisgarh,Black,14.0,30.2,79.8,21.3,5.92,28.6,51.2,1669.7,257.7,24.76,1,1.143
Tomato,Rabi,Assam,Sandy Loam,1.1,104.9,56.5,91.4,5.91,20.8,52.1,2595.9,32.1,6.04,0,19.217
Maize,Kharif,Karnataka,Clay,491.48,137.3,36.0,27.7,6.19,22.9,54.9,1422.4,296.2,18.74,1,2.751
Rice,Zaid,Odisha,Alluvial,480.0,100.8,39.5,39.7,6.59,24.1,76.0,744.8,327.0,23.93,1,2.333
Sugarcane,Kharif,Uttar Pradesh,Black,433.0,192.9,90.5,58.5,7.33,25.6,60.5,1164.8,171.7,18.82,1,55.304
Mustard,Rabi,Uttar Pradesh,Alluvial,497.14,67.2,27.1,13.2,6.58,26.5,46.0,649.0,248.6,22.52,1,1.397
Maize,Rabi,Bihar,Laterite,456.5,145.7,30.6,29.9,7.44,30.1,88.5,1094.5,30.0,8.18,0,1.2
Rice,Kharif,Haryana,Alluvial,495.01,99.1,26.0,32.3,6.81,30.4,93.4,494.5,173.3,21.36,1,3.606
Groundnut,Whole Year,Tamil Nadu,Red,491.18,28.0,63.0,54.8,6.17,26.4,46.9,1270.5,182.8,3.44,1,1.456
Maize,Kharif,Andhra Pradesh,Sandy Loam,489.15,153.1,46.1,44.0,6.68,26.7,89.6,1157.6,285.5,13.66,1,3.949
Maize,Zaid,Karnataka,Loamy,461.33,87.9,40.1,44.9,6.12,30.7,72.0,988.4,221.5,4.66,1,2.889
Banana,Whole Year,Madhya Pradesh,Alluvial,1.0,219.6,32.1,224.3,6.18,26.6,73.2,1118.8,333.2,15.81,0,30.0
Banana,Whole Year,Chhattisgarh,Loamy,10.0,184.9,39.7,234.9,7.73,24.0,62.1,750.6,238.4,12.94,1,46.5
